man	m ai n	-3.19108521938	मान	-2.67811834812	ai	-1.44620299339	maan	-2.71992397308
fan	ph ai n	-4.16799402237	फ़न	-5.11862003803	ai	-1.44620299339	phan	-3.50997495651
guy	g ai	-2.93813705444	गुई	-5.45859533548	ai	-1.44620299339	guii	-inf
week	v i k	-2.77000305057	वीक	-4.16206407547	i	-0.907971978188	viik	-4.89594984055
photo	ph oo t: oo	-3.87785592675	फोटो	-3.87029901147	oo oo	-2.35852301121	phoo t:oo	-3.81463894248
sun	s a n	-1.98807400465	सुन	-2.79127544165	a	-0.446236491203	sun	-3.3104031086
test	t: ei s t:	-5.38571947813	टेस्ट	-5.81894949079	ei	-1.13267099857	t:eist:	-4.89594984055
star	s t: aa r	-4.20845085382	स्तार	-5.7287248373	aa	-0.738327503204	staar	-inf
king	k i ng~	-inf	किंग	-3.47678864002	i	-0.907971978188	king	-3.97513222694
month	m a n t	-2.99808526039	मोन्ठ	-9.46677184105	a	-0.446236491203	moont:h	-inf
rest	r ei s t:	-5.15362691879	रेस्ट	-4.84181107581	ei	-1.13267099857	reist:	-4.89594984055
air	ei r	-3.27664291859	एयर	-3.17652735859	ei	-1.13267099857	ei ra	-3.84361505508
bank	b e ng~ k	-inf	बैंक	-4.21549981833	e	-3.44082808495	baink	-4.89594984055
bollywood	v aa l i b uu d:h	-7.87422147393	बोलीवुड	-10.2584703565	aa i uu	-3.78150457144	boo lii vud:	-11.3999989033
boy	b	-1.1916949749	बॉय	-4.19620394707		0	baay	-inf
budget	b a j ii t:	-6.53218653798	बजट	-6.47492527962	a ii	-1.55694746971	ba jat:	-7.37992942333
bus	b a s	-2.86244156957	बस	-2.90941405296	a	-0.446236491203	bas	-3.3104031086
card	k aa r d:	-4.16619354486	कार्ड	-4.20239455998	aa	-0.738327503204	kaard:	-4.37307167053
channel	ch ai n a l	-6.59763965011	चैनल	-5.84952402115	ai a	-2.11164999008	chai nal	-7.95199251175
check	ch ei k	-5.14365029335	चेक	-5.03816771507	ei	-1.13267099857	cheik	-inf
college	k aa l ii j	-7.48700129986	कॉलेज	-6.56560981274	aa ii	-1.78759849072	kaa leij	-8.01021742821
company	k a m p a n i	-4.13207696751	कंपनी	-3.97072198987	a a i	-2.09552723169	kam pa nii	-3.94396004081
cricket	k r i k a t:	-7.70917361975	क्रिकेट	-3.55756865814	i a	-1.51563709974	kri keit:	-7.18813467026
crore	k r oo r	-6.22051262856	क्रोडZअ	-inf	oo	-1.2592010498	kroo d:a	-7.37617850304
form	ph au r m	-6.86647623777	फाYर्म	-inf	au	-1.79434502125	phaarm	-4.89594984055
internet	i n t: a n ei t:	-8.72245807387	इंटरनेट	-4.82774241641	i a ei	-2.62065809965	in t:ar neit:	-4.33240872622
match	m ai ch	-5.82434809208	माऐच	-8.22937208414	ai	-1.44620299339	maaeich	-inf
media	m i d: ii a	-9.68075156212	मीडिया	-5.87016037107	i ii a	-2.9547984004	mii d:i yaa	-5.53041344881
mobile	m aa v a l	-6.20984464884	मोबाइले	-10.1309046745	aa a	-1.34330838919	moo baai lei	-11.6496486664
party	p aa r t: i	-5.26146709919	पार्टी	-4.87385576963	aa i	-1.53888052702	paar t:ii	-6.80082583427
performance	ph a ph oo r m a n s	-12.9414226115	पेअरफॉर्म्Mस	-inf	a oo a	-2.43074202538	pei ra pha ra mans	-16.8832191229
petrol	p ei t: r oo l	-4.55903375149	पेट्रोल	-5.45387530327	ei oo	-2.32120704651	peit: rool	-9.0581407547
phone	ph oo n	-4.14772343636	फोन	-4.38050866127	oo	-1.2592010498	phoon	-4.14262294769
play	p l ei	-3.38846021891	प्ले	-3.40455344319	ei	-1.13267099857	plei	-3.5891559124
playlist	p l ei l i s t:	-9.00127887726	प्लेय्लिस्ट	-16.1624128819	ei i	-2.03953957558	pleiy list:	-inf
police	p a l i sh	-3.89040750265	पुलिस	-3.97251284122	a i	-1.41469907761	pu lis	-3.87478590012
poster	p oo s t: a	-4.39291499555	पोस्टर	-5.46596202254	oo a	-2.05067527294	poos t:ar	-7.1858279705
rail	r ei l	-3.41590440273	रेल	-3.41584193707	ei	-1.13267099857	reil	-3.81100511551
railway	r ei l v ei	-6.28695827723	रेलवे	-7.81771624088	ei ei	-2.07961428165	reil vei	-7.28075742722
report	r i p oo r t:	-4.0969825387	रपर्ट	-8.6506831646	i oo	-2.0506939888	ra part:	-inf
school	s k uu l	-5.40626454353	स्कूल	-5.41386425495	uu	-1.51061999798	skuul	-4.64062166214
score	s kh oo r	-6.04784408212	स्कोर	-6.7167454958	oo	-1.2592010498	skoor	-inf
seat	s i t:	-4.11659097672	सीअट्	-10.8793634176	i	-0.907971978188	siit:	-4.89594984055
selfie	s ei l ph i	-7.68261605501	सेल्फिए	-12.2696836591	ei i	-2.03953957558	seil phiei	-inf
service	s a v i sh	-5.72654974461	सर्विस	-7.34392389655	a i	-1.41469907761	sar vis	-6.86521530151
share	sh ei r	-4.1801738739	शारे	-5.41175085306	ei	-1.13267099857	shaa rei	-6.4436917305
shot	sh aa t:	-3.76904666424	शॉट	-3.81725138426	aa	-0.738327503204	shaat:	-3.74405789375
station	s t: ei sh a n	-4.63384320214	स्टेशन	-3.93844166398	ei a	-1.71662938595	st:ei shan	-7.27953338623
suit	s u t:	-4.32361376286	सूट	-4.15045392513	u	-1.05604398251	suut:	-inf
superstar	s u p a sh t: aa r	-10.1821463406	सुपर्स्टर	-9.75532665849	u a aa	-2.31588321924	su par st:ar	-9.76601016521
team	t: i m	-4.15777778625	टीअम्	-10.0082278252	i	-0.907971978188	t:ii ma	-6.68443894386
teaser	t: i j a	-6.49212813377	टीअसर	-11.0032771826	i a	-1.51563709974	t:ii sar	-7.52860283852
theatre	t i a t: aa	-10.0359925032	थिएट्रे	-7.60047350824	i a aa	-2.2679207921	thieit: rei	-inf
trailer	t: r ei l a	-7.08371627331	ट्रेलर	-7.75377964973	ei a	-1.71662938595	t:rei lar	-8.36229681969
video	v ii d: i aa	-6.59049493074	वीडियों	-4.75872896612	ii i aa	-3.82381808758	vii d:i yoon	-5.72525763512
voice	b  sh	-inf	वोइस	-9.10538291931		0	voois	-inf
wicket	v i k a t:	-4.99286958575	विकेट	-4.2871851325	i a	-1.51563709974	vi keit:	-4.21610403061
room	r u m	-3.77973997593	रूम	-5.02536678314	u	-1.05604398251	ruum	-4.37307167053
teacher	t: ii ch a	-4.33930167556	टीचर	-4.31436666846	ii a	-2.07389062643	t:ii char	-7.69821190834
money	m a n ii	-3.60014516115	मोनी	-5.5061507225	a ii	-1.55694746971	moo nii	-6.19045996666
house	h oo sh	-3.50330591202	हाउस	-4.25646415353	oo	-1.2592010498	haaus	-4.11203479767
day	d: ei	-2.87521481514	दय	-3.56749796867	ei	-1.13267099857	da ya	-4.49772620201
scene	s i n	-2.92161399126	सीन	-3.38164937496	i	-0.907971978188	siin	-4.11203479767
interview	i n t: a v y u	-10.350781152	इंतर्व्यू	-12.4723485075	i a u	-3.48099511862	in tar vyuu	-inf
book	bh uu kh	-3.62831825018	बुक	-4.13623201847	uu	-1.51061999798	buk	-4.64062166214
class	k l ai s	-6.70050680637	क्लास	-3.72051388025	ai	-1.44620299339	klaas	-4.11203479767
word	b a d:h	-2.68919757009	वर्ड	-4.20038312674	a	-0.446236491203	vard:	-4.52797365189
gift	g i ph t:	-7.08705097437	गिफ्ट	-7.08525284007	i	-0.907971978188	gipht:	-4.64062166214
decision	d: ii s ii j a n	-8.9904102087	डेसिजन	-9.39441722631	ii ii a	-3.49898058176	dei si jan	-9.90727615356
god	g aa d:	-3.83759272099	गोद	-3.76028603315	aa	-0.738327503204	good	-4.64062166214
blood	b l a d:	-7.37644457817	ब्लड	-6.87603193521	a	-0.446236491203	blad:	-4.64062166214
group	g r u p	-3.79808321595	ग्रूप	-6.13810717314	u	-1.05604398251	gruup	-inf
date	d: ei t:	-4.68173420429	द़ते	-7.31572765112	ei	-1.13267099857	da tei	-5.99232172966
need	n i d:	-4.10234570503	नीअद	-10.115273118	i	-0.907971978188	nii dad	-8.84211587906
hero	h i r oo	-3.69449168444	हीरों	-4.5170660913	i oo	-2.0506939888	hii roon	-4.35507297516
number	n a m b a	-4.35704579949	नंबर	-4.32650586963	a a	-1.00351327658	nam bar	-7.44976067543
life	l ai ph	-5.16319644451	लाइफ	-6.92734503746	ai	-1.44620299339	laaiph	-inf
wife	b ai ph	-4.88573825359	विफ	-4.10247847438	ai	-1.44620299339	viph	-inf
traffic	t: r ai ph i k	-6.57728111744	ट्रैफिक	-4.41488677263	ai i	-2.29873657227	trai phik	-inf
power	p au a	-5.72683656216	पाYवर	-inf	au a	-2.43264943361	paa var	-3.69507205486
song	shh o ng~	-inf	सौंग	-5.59447079897	o	-4.07764577866	saung	-inf
music	m y u j ii k	-8.78706672788	म्यूजिक	-9.45448386297	u ii	-2.18336796761	myuu jik	-9.36565685272
uncle	a ng~ kh a l	-inf	ऊँक्ल	-8.00179123878	a a	-1.00351327658	uunkl	-inf
office	oo ph a s	-7.74522006512	औफिस	-7.9562972188	oo a	-2.05067527294	phais	-4.64062166214
request	r i k b ei s t:	-8.9051682055	रीकेस्ट	-10.0269205868	i ei	-1.86831480265	rii keist:	-inf
time	t: ai m	-3.82680118084	टाइम	-6.63568603992	ai	-1.44620299339	t:aaim	-4.64062166214
aunty	oo n t: ii	-6.42478485405	आऊँटी	-9.88879442215	oo ii	-2.29950201511	aauun t:ii	-inf
girlfriend	g a l ph r ei n d:	-11.4098009169	गर्ल्फ्रेंड	-15.7346372902	a ei	-1.54110646248	gar lphreind:	-inf
city	s i t: ii	-4.24152967334	सिटी	-4.24540063739	i ii	-2.0904610157	si t:ii	-4.71611499786
weekend	v i k i n d:	-7.05486300588	वीकेंड	-6.77442404628	i i	-1.91042196751	vii keind:	-8.28760552406
baby	v ei b i	-5.06972944736	बेबी	-5.84655529261	ei i	-2.03953957558	bei bii	-6.00884509087
style	s t: ai l	-6.47561299801	स्टाइल	-4.37911704183	ai	-1.44620299339	st:aail	-4.11203479767
chief	ch i ph	-5.24790400267	चीअफ्	-10.0211976469	i	-0.907971978188	chiiaph	-inf
favourite	ph ei v aa i t:	-10.2166808844	फवरिते	-12.1342933178	ei aa i	-3.02357125282	pha va ri tei	-11.7708029747
friend	ph r ei n d:	-6.37470859289	फ्रेंड	-6.18134512007	ei	-1.13267099857	phreind:	-inf
mom	m aa m	-4.1066583395	मोम	-3.6710780859	aa	-0.738327503204	moom	-3.63491392136
story	s t: oo r i	-6.00616854429	स्टोरी	-5.95434170961	oo i	-2.21872377396	st:oo rii	-6.9087035656
post	p aa s t:	-3.85171949863	पोस्ट	-3.99011263251	aa	-0.738327503204	poost:	-4.64062166214
youth	y uu th	-3.76724237204	यूथ	-3.77683436871	uu	-1.51061999798	yuuth	-3.74405789375
link	l ii ng~ k	-inf	लिंक	-4.23997431993	ii	-1.4530210495	link	-4.11203479767
work	v a k	-3.0663061142	वर्क	-3.67750424147	a	-0.446236491203	vark	-3.74405789375
home	h oo m	-3.80433595181	होम	-3.8102710247	oo	-1.2592010498	hoom	-4.64062166214
nation	n ei sh a n	-4.36648473144	नैशन	-7.6949505806	ei a	-1.71662938595	nai shan	-7.2038359642
suicide	s uu ii s ai d:	-10.8974066973	सुसाइड	-7.83675408363	uu ii ai	-5.74700325727	su saaid:	-7.29841375351
welfare	v ei l ph ei r	-9.5834608674	वेल्फ़रे	-12.034940321	ei ei	-2.07961428165	veil pha rei	-9.35981976986
person	p a s a n	-3.67145792767	फर्सं	-7.47241896391	a a	-1.00351327658	phars	-4.89594984055
birth	b a t	-2.96795156598	बर्थ	-5.19999417663	a	-0.446236491203	barth	-inf
birthday	b aa th d: ei	-8.36322563887	बर्थ़ड्य	-14.7726578414	aa ei	-1.71039801836	bar thad: ya	-inf
entry	ei n t: r ii	-7.62049055099	एंट्री	-7.92174100876	ei ii	-2.11425572634	ein t:rii	-7.47249388695
game	g ei m	-3.6327419281	गमे	-5.71723365784	ei	-1.13267099857	ga mei	-6.11296105385
picture	ph i k ch a	-7.67301118001	पिक्चर	-8.11712061986	i a	-1.51563709974	pik char	-8.33654403687
plan	p l ai n	-4.24039763212	प्लान	-3.86048543453	ai	-1.44620299339	plaan	-3.47521305084
water	b oo t: a	-4.79490602016	वाटर	-6.88296061754	oo a	-2.05067527294	vaa t:ar	-6.49647283554
view	v y u	-5.0952899456	व्यू	-4.47494468093	u	-1.05604398251	vyuu	-inf
message	m ei s a j	-7.95587468147	मेसाज	-9.11048960686	ei a	-1.71662938595	mei saaj	-8.25274252892
ground	g r oo n d:	-7.88476926088	ग्रोऊँड	-13.5815956518	oo	-1.2592010498	groouund:	-inf
place	p l ei sh	-5.30837136507	प्लसे	-8.33504396677	ei	-1.13267099857	pla sei	-7.49659013748
mother	m a d a	-3.56507968903	मदर	-4.46928429604	a a	-1.00351327658	ma dar	-4.31237614155
green	g r ii n	-3.84020662308	ग्रीन	-3.85338114947	ii	-1.4530210495	griin	-3.74405789375
health	h ei l th	-4.26776355505	हेल्थ	-4.40446087718	ei	-1.13267099857	heilth	-4.11203479767
volunteer	b aa l a n t: ii r	-11.495237112	वोलूंट्यर	-17.5582386255	aa a ii	-2.51335841417	voo luun t:yar	-inf
half	h ai ph	-4.96748113632	हाफ	-4.13152545691	ai	-1.44620299339	haaph	-4.64062166214
history	h i s t: r i	-6.56254068017	हिस्ट्री	-7.17121163011	i i	-1.91042196751	his t:rii	-8.07391047478
development	d: i b ei l a ph m a n t:	-16.1154011786	डेवलपमेंट	-14.3837258518	i ei a a	-3.48039853573	d:ei val pa meint:	-15.5689430237
state	s t: ei t:	-3.69282102585	स्टटे	-7.40301758051	ei	-1.13267099857	st:a t:ei	-7.75084924698
corruption	k a a p s a n	-10.7636834607	कोरुप्शिअन	-19.4344193935	a a a	-1.7309986949	kooup shi na	-inf
side	s ai d:	-5.02181863785	साइड	-4.26492381096	ai	-1.44620299339	saaid:	-4.59491968155
student	s t: uu d: a n t:	-10.1783482432	स्टूडैंट	-10.7155871391	uu a	-2.16422152519	st:uu d:aint:	-inf
parents	ph ei r a n t: s	-10.3604316711	पेरेंट्स	-9.5307591185	ei a	-1.71662938595	p ei r ei n t:s	-inf
army	aa r m ii	-5.57875221968	आर्मी	-6.20057141781	aa ii	-1.78759849072	aar mii	-6.16784548759
price	ph r ai s	-6.1182051897	प्राइस	-5.36223439127	ai	-1.44620299339	praais	-inf
scam	s k ai m	-6.19985723495	स्कम	-5.61967015266	ai	-1.44620299339	skam	-inf
exam	i g j ai m	-11.3887689114	एग्जाम	-9.34173122048	i ai	-3.03733003139	eig jaam	-8.99327945709
father	ph aa d a	-3.50929275155	फ़थर	-9.02711319923	aa a	-1.34330838919	pha thar	-7.29430651665
anniversary	ai n a v a s aa i	-13.1915798187	एनिवरसरी	-13.7444726229	ai a a aa i	-6.03312540054	ei ni var sa rii	-12.8104944229
tribute	t: rx i v y uu t:	-10.4209516495	ट्रीब्युटे	-16.8128646612	i uu	-2.92237508297	t:riib yu t:ei	-inf
sunday	s a n d: ii	-5.40170198679	सुंदय	-8.61936509609	a ii	-1.55694746971	sun day	-8.23071932793
family	ph ai m l i	-7.69766831398	फैमिली	-6.44492030144	ai i	-2.29873657227	phai mi lii	-6.52588808537
main	m ei n	-3.35609316826	मां	-3.41584068537	ei	-1.13267099857	maan	-2.71992397308
age	ei j	-3.07252299786	आगे	-5.29681539536	ei	-1.13267099857	aa gei	-5.1909211874
brother	b r a d a	-5.56322574615	ब्रादर	-6.64452441782	a a	-1.00351327658	braa dar	-7.23083138466
terrorist	t: ei r aa i s t:	-10.9217108786	टेररिस्ट	-11.5083972216	ei aa i	-3.02357125282	t:ei ra rist:	-12.0243680477
reaction	r i ai k s a n	-9.95726725459	रिएक्शन	-7.62902085483	i ai a	-3.77201551199	rieik shan	-inf
box	b aa k shh	-5.41795867682	बाYक्स	-inf	aa	-0.738327503204	baaks	-4.64062166214
wedding	b ei d: i ng~	-inf	वीद्दींग	-11.9428238273	ei i	-2.03953957558	viid diing	-inf
death	d: ei th	-4.18342375755	डैअथ्	-11.9574916363	ei	-1.13267099857	d:ai thath	-inf
prime	ph r ai m	-5.44919788837	प्रीम	-6.56059262902	ai	-1.44620299339	priim	-inf
parliament	p aa r l a m a n t:	-14.3700606227	पारलिअमेंट	-16.4940851927	aa a a	-2.11463665962	paa ra li na meint:	-14.6693668365
heart	h aa r t:	-4.18766063452	हार्ट	-4.26912719011	aa	-0.738327503204	haart:	-4.11203479767
world	v aa l d:	-4.23049551249	वर्ल्ड	-4.45026051998	aa	-0.738327503204	var lad:	-8.03783607483
status	s t: ai t: a s	-5.88778600097	स्टतस	-9.63869482279	ai a	-2.11164999008	st:a tas	-8.76509046555
century	s ei n ch aa ii	-8.56479924917	सेंचरी	-10.0348454118	ei aa ii	-2.89554095268	sein cha rii	-9.65363359451
mind	m ai n d:	-4.53004741669	मिंद	-5.20207035542	ai	-1.44620299339	mind	-inf
success	sh a kh s ei s	-7.14263895154	सक्सेस	-7.54771530628	a ei	-1.54110646248	sak seis	-8.07825350761
year	j ii r	-3.83125090599	यीअर	-10.3003393412	ii	-1.4530210495	yiir	-4.89594984055
victory	v i k t: r ii	-6.80797895789	विक्ट्री	-6.48244854808	i ii	-2.0904610157	vik t:rii	-7.79963779449
end	ei n d:	-4.18245607615	बन्द	-3.2916353941	ei	-1.13267099857	band	-4.29389095306
lot	l au t:	-3.59047651291	लोट	-5.55874526501	au	-1.79434502125	loot:	-inf
event	i v ei n t:	-7.45770615339	ईवेंट	-7.93385577202	i ei	-1.86831480265	ii veint:	-7.84069752693
matter	m ai t: a	-5.1314842701	मैटर	-4.92869883776	ai a	-2.11164999008	mai t:ar	-6.33790922165
temple	t: ei m p a l	-8.18885102868	टेम्प्लअ	-13.8433602452	ei a	-1.71662938595	t:eim pa la	-10.9585337639
problem	p r aa v l a m	-7.44879201055	प्रॉब्लम	-11.5484527722	aa a	-1.34330838919	praab lam	-inf
captain	k ai p t: a n	-7.62764018774	कैप्टन	-8.56399083138	ai a	-2.11164999008	kaip t:an	-7.8245010376
muslims	m a j l ii m j	-10.5318167806	मुसलिम	-3.78595401719	a ii	-1.55694746971	mus lim	-3.88538753986
experience	i k s p i rx i a n s	-17.8669461459	एक्सपेरेंस	-12.9612223804	i i i a	-4.52625083923	eik spei reins	-12.7305970192
night	n ai t:	-3.48291692138	नाइट	-3.18184375018	ai	-1.44620299339	naait:	-3.47521305084
news	n y uu j	-4.23262253404	न्यू	-3.30878175795	uu	-1.51061999798	nyuu	-3.50997495651
use	y uu j	-4.13521939516	उस	-3.36449503899	uu	-1.51061999798	us	-3.47521305084
food	ph uu d:	-3.68347796798	फूड	-3.67343220115	uu	-1.51061999798	phuud:	-4.11203479767
people	p i p a l	-5.56004992127	पियौप्लअ	-17.1078191996	i a	-1.51563709974	pi yaup la ra	-inf
election	i l ei k sh a n	-7.09094501659	इलेक्शन	-6.43102117628	i ei a	-2.56903600693	i leik shan	-7.68079507351
government	g a v a m a n t:	-11.1124908924	गवर्नमेंट	-8.66974239796	a a a	-1.7309986949	ga var nmeint:	-inf
issue	i s uu	-5.4573289156	इशूZअ	-inf	i uu	-2.92237508297	i shuu	-7.04408740997
lord	l oo r d:	-6.28751277924	लार्ड	-6.6702208519	oo	-1.2592010498	laard:	-3.74405789375
country	k a n t:h r ii	-6.90186411142	काअंट्री	-13.5325228572	a ii	-1.55694746971	kaan t:rii	-7.74991774559
minister	m i n a sh t: aa	-8.72741991282	मिनिस्टर	-4.23180243	i a aa	-2.2679207921	mi nis t:ar	-3.8983258903
respect	r i sh ph ei k t:	-10.6541830897	रिसपेक्ट	-11.6694505066	i ei	-1.86831480265	ris peikt:	-inf
boss	b oo s	-4.72307229042	बोस	-4.95085477829	oo	-1.2592010498	boos	-inf
protest	p r a t: ei s t:	-8.95090791583	प्रोटेस्ट	-4.68539363891	a ei	-1.54110646248	proo t:eist:	-4.27173608541
review	r i v y u	-8.37323474884	रिव्यू	-8.65460873023	i u	-2.41282892227	riv yuu	-inf
answer	ai n s a	-5.91832488775	अन्स्वर	-9.13284528255	ai a	-2.11164999008	an svar	-7.0310883522
evening	i v n i ng~	-inf	ईवेनिंग	-11.2188174427	i i	-1.91042196751	i vei ning	-10.2981395721
lyrics	l i r i k sh	-9.01261171699	ल्यरिक्स	-12.8193735778	i i	-1.91042196751	lya rik	-inf
wrong	rx oo ng~	-inf	व्रोंग	-9.11819046736	oo	-1.2592010498	vroong	-inf
bomb	bh au m	-4.16511130333	बम्ब	-6.11794269085	au	-1.79434502125	bamb	-inf
morning	m oo rx n i ng~	-inf	मोरनिंग	-11.3085131347	oo i	-2.21872377396	moor ning	-8.4926776886
question	k v ei sh ch a n	-8.13175796717	केस्शन	-9.61280974746	ei a	-1.71662938595	keis shan	-7.38159394264
border	b oo r d: a	-7.36275029182	बार्डर	-6.691506356	oo a	-2.05067527294	baar d:ar	-8.46471190453
law	l oo	-2.72166502476	ल्व	-6.07211780548	oo	-1.2592010498	lva	-inf
politics	p aa l a t: i k s	-12.0937750936	पोलिटिक्स	-12.323184222	aa a i	-2.3600243926	poo li t:iks	-11.5551450253
president	ph r ei z a d: ei n t:	-10.3201506436	प्रेसीडेंट	-10.5001291111	ei a ei	-2.93011641502	prei sii d:eint:	-11.0739901066
opposition	aa p a j i s a n	-11.5785578191	आप्पॉजीशन	-17.2758495808	aa a i a	-3.14614456892	aap pa jii shan	-13.0537292957
moment	m oo m a n t:	-8.42768746614	मोमेंट	-7.39726579189	oo a	-2.05067527294	moo meint:	-7.36282324791
woman	bh uu m a n	-4.32356035709	वोमन	-7.7437286377	uu a	-2.16422152519	voo man	-7.78180646896
reason	r i j a n	-5.0702997148	रिजं	-8.05134403706	i a	-1.51563709974	ri jan	-6.67851948738
body	b aa d: ii	-3.87836325169	बॉडी	-4.32114237547	aa ii	-1.78759849072	baa d:ii	-3.95923089981
job	j aa b	-4.11648029089	जॉब	-4.1743543148	aa	-0.738327503204	jaab	-4.11203479767
